victory,player_back_hero,player_back_level,player_back_items,player_back_meta,player_front_hero,player_front_level,player_front_items,player_front_meta,player_right_hero,player_right_level,player_right_items,player_right_meta,player_left_hero,player_left_level,player_left_items,player_left_meta,enemy_back_hero,enemy_back_level,enemy_back_items,enemy_back_meta,enemy_front_hero,enemy_front_level,enemy_front_items,enemy_front_meta,enemy_right_hero,enemy_right_level,enemy_right_items,enemy_right_meta,enemy_left_hero,enemy_left_level,enemy_left_items,enemy_left_meta,partyTimestamp,season,json,difficulty
TRUE,sharkmancer,3,7@86@80,,deepcultist,3,82@21@53,,hoplite,3,2@126,,lich,3,5,,thesun,3,58@15@32,,cyclops,3,60@16@125,,cupid,3,0@112@58,,biomancer,3,81@5@62,"bioMut,3:0@bioRegion,0:1",1746750820861,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""7"",""86"",""80""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""82"",""21"",""53""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""hoplite"",""level"":3,""items"":[""2"",""126""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""5""],""meta"":{}},""meta"":{""rerollSpent"":15,""rerollTimes"":11,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746750800107},""enemyParty"":{""back"":{""xp"":0,""skin"":0,""id"":""thesun"",""level"":3,""items"":[""58"",""15"",""32""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""60"",""16"",""125""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""0"",""112"",""58""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""81"",""5"",""62""],""meta"":{""bioMut"":3,""bioRegion"":0}},""meta"":{""rerollSpent"":5,""rerollTimes"":5,""leftoverGold"":15,""leftoverItems"":[15]},""playerId"":""76561199011776446""},""result"":true}",1
TRUE,lich,3,20@110,,lich,3,3@112@153,,lich,3,10,,sharkmancer,3,33@126@11,,biomancer,3,22@53@21,"bioMut,1:0@bioRegion,0:1",wukong,3,2@14@57,,wukong,3,1@10,,biomancer,3,7@6@4,"bioMut,2:0@bioRegion,0:1",1746751378952,,"{""playerParty"":{""back"":{""xp"":0,""skin"":1,""id"":""lich"",""level"":3,""items"":[""20"",""110""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""lich"",""level"":3,""items"":[""3"",""112"",""153""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""lich"",""level"":3,""items"":[""10""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""sharkmancer"",""level"":3,""items"":[""33"",""126"",""11""],""meta"":{}},""meta"":{""rerollSpent"":39,""rerollTimes"":21,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746751341181},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""7"",""6"",""4""],""meta"":{""bioMut"":2,""bioRegion"":0}},""meta"":{""rerollSpent"":17,""rerollTimes"":11,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""22"",""53"",""21""],""meta"":{""bioMut"":1,""bioRegion"":0}},""front"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""2"",""14"",""57""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""1"",""10""],""meta"":{}},""timestamp"":1746725626707,""playerId"":""76561197988668329""},""result"":true}",1
TRUE,frostwitch,3,63@112@22,,viking,3,82@16@12,,coolboy,3,60@151@3,,coolboy,3,,,cleric,2,20@3@21,,paladin,3,24@123@115,,cupid,3,63@62@32,,medusa,3,5@110@60,,1746751865401,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""frostwitch"",""level"":3,""items"":[""63"",""112"",""22""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""viking"",""level"":3,""items"":[""82"",""16"",""12""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""coolboy"",""level"":3,""items"":[""60"",""151"",""3""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""coolboy"",""level"":3,""items"":[],""meta"":{}},""meta"":{""rerollSpent"":21,""rerollTimes"":14,""leftoverGold"":2,""leftoverItems"":[]},""timestamp"":1746751843913},""enemyParty"":{""back"":{""xp"":2,""skin"":0,""id"":""cleric"",""level"":2,""items"":[""20"",""3"",""21""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""paladin"",""level"":3,""items"":[""24"",""123"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""63"",""62"",""32""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""medusa"",""level"":3,""items"":[""5"",""110"",""60""],""meta"":{}},""meta"":{""rerollSpent"":6,""rerollTimes"":6,""leftoverGold"":12,""leftoverItems"":[]},""playerId"":""76561198190129321""},""result"":true}",1
TRUE,lich,3,22@6@1,,plaguedoctor,3,124@18@3,,slayer,3,24@3@11,,cleric,3,20@3@79,,plaguedoctor,3,53@20,,deepcultist,3,6@7@12,,artificer,3,82@8,,sharkmancer,3,18@12,,1746753215563,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""22"",""6"",""1""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""plaguedoctor"",""level"":3,""items"":[""124"",""18"",""3""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""slayer"",""level"":3,""items"":[""24"",""3"",""11""],""meta"":{}},""left"":{""xp"":0,""skin"":1,""id"":""cleric"",""level"":3,""items"":[""20"",""3"",""79""],""meta"":{}},""meta"":{""rerollSpent"":4,""rerollTimes"":4,""leftoverGold"":1,""leftoverItems"":[]},""timestamp"":1746753191216},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""18"",""12""],""meta"":{}},""meta"":{""rerollSpent"":12,""rerollTimes"":10,""leftoverGold"":0,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""plaguedoctor"",""level"":3,""items"":[""53"",""20""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""6"",""7"",""12""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""artificer"",""level"":3,""items"":[""82"",""8""],""meta"":{}},""timestamp"":1746651993002,""playerId"":""76561198085065863""},""result"":true}",2
TRUE,deepcultist,2,8@8@3,,deepcultist,3,124@60@59,,deepcultist,3,10@30@119,,lich,3,112@110@112,,ronin,3,63@7@13,,deepcultist,3,61@1@86,,cupid,3,15@126@117,,plaguedoctor,3,126@13@114,,1746759531214,,"{""playerParty"":{""back"":{""xp"":1,""skin"":0,""id"":""deepcultist"",""level"":2,""items"":[""8"",""8"",""3""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""124"",""60"",""59""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""10"",""30"",""119""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""112"",""110"",""112""],""meta"":{}},""meta"":{""rerollSpent"":11,""rerollTimes"":9,""leftoverGold"":5,""leftoverItems"":[116]}},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""plaguedoctor"",""level"":3,""items"":[""126"",""13"",""114""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":8,""leftoverGold"":0,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""63"",""7"",""13""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""61"",""1"",""86""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""15"",""126"",""117""],""meta"":{}},""timestamp"":1746650216096,""playerId"":""76561198085065863""},""result"":true}",1
TRUE,lich,3,20@82@112,,captain,3,13@110@15,,lich,3,126@123@61,,lich,3,123@8@126,,cleric,2,20@3@21,,paladin,3,24@123@115,,cupid,3,63@62@32,,medusa,3,5@110@60,,1746760332816,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""20"",""82"",""112""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""captain"",""level"":3,""items"":[""13"",""110"",""15""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""126"",""123"",""61""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""123"",""8"",""126""],""meta"":{}},""meta"":{""rerollSpent"":17,""rerollTimes"":11,""leftoverGold"":1,""leftoverItems"":[]},""timestamp"":1746760313637},""enemyParty"":{""back"":{""xp"":2,""skin"":0,""id"":""cleric"",""level"":2,""items"":[""20"",""3"",""21""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""paladin"",""level"":3,""items"":[""24"",""123"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""63"",""62"",""32""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""medusa"",""level"":3,""items"":[""5"",""110"",""60""],""meta"":{}},""meta"":{""rerollSpent"":6,""rerollTimes"":6,""leftoverGold"":12,""leftoverItems"":[]},""playerId"":""76561198190129321""},""result"":true}",1
FALSE,biomancer,1,110,"bioMut,0:0@bioRegion,0:1",berserker,2,24@61@119,,biomancer,3,20@7@125,"bioMut,3:0@bioRegion,0:1",berserker,1,59,,slayer,3,56@8@61,,deepcultist,3,22@86@17,,sharkmancer,3,11@60@125,,cupid,3,126@31,,1746763597775,,"{""playerParty"":{""back"":{""xp"":3,""skin"":0,""id"":""biomancer"",""level"":1,""items"":[""110""],""meta"":{""bioMut"":0,""bioRegion"":0}},""front"":{""xp"":1,""skin"":0,""id"":""berserker"",""level"":2,""items"":[""24"",""61"",""119""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""20"",""7"",""125""],""meta"":{""bioMut"":3,""bioRegion"":0}},""left"":{""xp"":2,""skin"":0,""id"":""berserker"",""level"":1,""items"":[""59""],""meta"":{}},""meta"":{""rerollSpent"":17,""rerollTimes"":10,""leftoverGold"":12,""leftoverItems"":[115,19,63,119,122,59]}},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""126"",""31""],""meta"":{}},""meta"":{""rerollSpent"":6,""rerollTimes"":6,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""slayer"",""level"":3,""items"":[""56"",""8"",""61""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""22"",""86"",""17""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""11"",""60"",""125""],""meta"":{}},""timestamp"":1746703457611,""playerId"":""76561198085065863""},""result"":false}",1
TRUE,coolboy,1,124,,berserker,3,18@125@59,,berserker,3,125@86@18,,coolboy,2,123@34@34,,imp,2,119,,medusa,3,15@17@59,,cyclops,3,30@15@30,,artificer,2,126@117,,1746764501909,,"{""playerParty"":{""back"":{""xp"":2,""skin"":0,""id"":""coolboy"",""level"":1,""items"":[""124""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""18"",""125"",""59""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""125"",""86"",""18""],""meta"":{}},""left"":{""xp"":1,""skin"":0,""id"":""coolboy"",""level"":2,""items"":[""123"",""34"",""34""],""meta"":{}},""meta"":{""rerollSpent"":22,""rerollTimes"":13,""leftoverGold"":4,""leftoverItems"":[]}},""enemyParty"":{""back"":{""xp"":3,""skin"":0,""id"":""imp"",""level"":2,""items"":[""119""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""medusa"",""level"":3,""items"":[""15"",""17"",""59""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""30"",""15"",""30""],""meta"":{}},""left"":{""xp"":2,""skin"":0,""id"":""artificer"",""level"":2,""items"":[""126"",""117""],""meta"":{}},""meta"":{""rerollSpent"":11,""rerollTimes"":9,""leftoverGold"":3,""leftoverItems"":[]}},""result"":true}",1
TRUE,biomancer,3,6@6@35,"bioMut,2:0@bioRegion,2:1",knight,3,23@31@23,,oni,3,12@10@16,,ronin,3,15@63@5,,biomancer,1,,"bioMut,0:0@bioRegion,0:1",wukong,3,18@3@55,,biomancer,3,21@37@19,"bioMut,1:0@bioRegion,0:1",biomancer,3,18@5,"bioMut,2:0@bioRegion,0:1",1746765783855,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""6"",""6"",""35""],""meta"":{""bioMut"":2,""bioRegion"":2}},""front"":{""xp"":0,""skin"":0,""id"":""knight"",""level"":3,""items"":[""23"",""31"",""23""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""oni"",""level"":3,""items"":[""12"",""10"",""16""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""ronin"",""level"":3,""items"":[""15"",""63"",""5""],""meta"":{}},""meta"":{""rerollSpent"":10,""rerollTimes"":8,""leftoverGold"":0,""leftoverItems"":[]}},""enemyParty"":{""back"":{""xp"":3,""skin"":0,""id"":""biomancer"",""level"":1,""items"":[],""meta"":{""bioMut"":0,""bioRegion"":0}},""front"":{""xp"":0,""skin"":0,""id"":""wukong"",""level"":3,""items"":[""18"",""3"",""55""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""21"",""37"",""19""],""meta"":{""bioMut"":1,""bioRegion"":0}},""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""18"",""5""],""meta"":{""bioMut"":2,""bioRegion"":0}},""meta"":{""rerollSpent"":8,""rerollTimes"":8,""leftoverGold"":22,""leftoverItems"":[]}},""result"":true}",1
TRUE,cupid,3,6@37@79,,deepcultist,3,126@60@18,,sharkmancer,3,56@60@11,,rogue,3,11@11@17,,cleric,3,22@53@21,,paladin,3,10@123@10,,rogue,3,151@111,,druid,3,,,1746799683740,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""6"",""37"",""79""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""126"",""60"",""18""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""56"",""60"",""11""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""11"",""11"",""17""],""meta"":{}},""meta"":{""rerollSpent"":5,""rerollTimes"":4,""leftoverGold"":1,""leftoverItems"":[]},""timestamp"":1746799670772},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""druid"",""level"":3,""items"":[],""meta"":{}},""meta"":{""rerollSpent"":25,""rerollTimes"":15,""leftoverGold"":2,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""cleric"",""level"":3,""items"":[""22"",""53"",""21""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""paladin"",""level"":3,""items"":[""10"",""123"",""10""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""151"",""111""],""meta"":{}},""timestamp"":1746673795481,""playerId"":""76561198079717168""},""result"":true}",1
TRUE,artificer,3,24@8@112,,captain,3,115@17@86,,artificer,3,5@152@18,,lich,3,82@112@82,,lich,3,20@110,,lich,3,3@112@153,,lich,3,10,,sharkmancer,3,33@126@11,,1746799789322,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""artificer"",""level"":3,""items"":[""24"",""8"",""112""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""captain"",""level"":3,""items"":[""115"",""17"",""86""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""artificer"",""level"":3,""items"":[""5"",""152"",""18""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""82"",""112"",""82""],""meta"":{}},""meta"":{""rerollSpent"":8,""rerollTimes"":8,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746799775812},""enemyParty"":{""left"":{""xp"":0,""skin"":1,""id"":""sharkmancer"",""level"":3,""items"":[""33"",""126"",""11""],""meta"":{}},""meta"":{""rerollSpent"":39,""rerollTimes"":21,""leftoverGold"":0,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":1,""id"":""lich"",""level"":3,""items"":[""20"",""110""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""lich"",""level"":3,""items"":[""3"",""112"",""153""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""lich"",""level"":3,""items"":[""10""],""meta"":{}},""timestamp"":1746751341181,""playerId"":""76561198301819684""},""result"":true}",1
FALSE,cupid,3,126@6@110,,cyclops,3,61@57@115,,deepcultist,3,15@22@125,,rogue,3,11@12@16,,cleric,3,24@114@86,,rogue,3,13@12@125,,biomancer,3,22@21,"bioMut,1:0@bioRegion,0:1",biomancer,2,,"bioMut,0:0@bioRegion,0:1",1746800011102,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""126"",""6"",""110""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""61"",""57"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""15"",""22"",""125""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""11"",""12"",""16""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":8,""leftoverGold"":3,""leftoverItems"":[]},""timestamp"":1746799991133},""enemyParty"":{""left"":{""xp"":2,""skin"":0,""id"":""biomancer"",""level"":2,""items"":[],""meta"":{""bioMut"":0,""bioRegion"":0}},""meta"":{""rerollSpent"":20,""rerollTimes"":14,""leftoverGold"":2,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""cleric"",""level"":3,""items"":[""24"",""114"",""86""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""13"",""12"",""125""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""22"",""21""],""meta"":{""bioMut"":1,""bioRegion"":0}},""timestamp"":1746736453366,""playerId"":""76561198079717168""},""result"":false}",1
TRUE,lich,3,53@35@8,,captain,3,17@13,,lich,3,126@119,,lich,3,63@63@30,,thesun,3,58@15@32,,cyclops,3,60@16@125,,cupid,3,0@112@58,,biomancer,3,81@5@62,"bioMut,3:0@bioRegion,0:1",1746800978074,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""53"",""35"",""8""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""captain"",""level"":3,""items"":[""17"",""13""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""126"",""119""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""63"",""63"",""30""],""meta"":{}},""meta"":{""rerollSpent"":7,""rerollTimes"":7,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746800952436},""enemyParty"":{""back"":{""xp"":0,""skin"":0,""id"":""thesun"",""level"":3,""items"":[""58"",""15"",""32""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""cyclops"",""level"":3,""items"":[""60"",""16"",""125""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""0"",""112"",""58""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""81"",""5"",""62""],""meta"":{""bioMut"":3,""bioRegion"":0}},""meta"":{""rerollSpent"":5,""rerollTimes"":5,""leftoverGold"":15,""leftoverItems"":[15]},""playerId"":""76561199011776446""},""result"":true}",2
FALSE,berserker,3,115@8@3,,viking,3,62@1@17,,ronin,2,126@5@31,,cupid,3,126@61@22,,lich,3,110@21@8,,viking,3,16@8@115,,slayer,3,11@124,,lich,3,22@6@79,,1746802767671,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""115"",""8"",""3""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""viking"",""level"":3,""items"":[""62"",""1"",""17""],""meta"":{}},""right"":{""xp"":2,""skin"":0,""id"":""ronin"",""level"":2,""items"":[""126"",""5"",""31""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""126"",""61"",""22""],""meta"":{}},""meta"":{""rerollSpent"":11,""rerollTimes"":10,""leftoverGold"":0,""leftoverItems"":[]},""timestamp"":1746802742715},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""22"",""6"",""79""],""meta"":{}},""meta"":{""rerollSpent"":10,""rerollTimes"":7,""leftoverGold"":0,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""110"",""21"",""8""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""viking"",""level"":3,""items"":[""16"",""8"",""115""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""slayer"",""level"":3,""items"":[""11"",""124""],""meta"":{}},""timestamp"":1746665516255,""playerId"":""76561198142638513""},""result"":false}",1
TRUE,biomancer,3,7@5,"bioMut,2:0@bioRegion,0:1",hoplite,3,2@18@60,,hoplite,3,60@23@10,,biomancer,3,21@53@16,"bioMut,1:0@bioRegion,0:1",sharkmancer,3,7@86@80,,deepcultist,3,82@21@53,,hoplite,3,2@126,,lich,3,5,,1746802886712,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""7"",""5""],""meta"":{""bioMut"":2,""bioRegion"":0}},""front"":{""xp"":0,""skin"":0,""id"":""hoplite"",""level"":3,""items"":[""2"",""18"",""60""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""hoplite"",""level"":3,""items"":[""60"",""23"",""10""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""biomancer"",""level"":3,""items"":[""21"",""53"",""16""],""meta"":{""bioMut"":1,""bioRegion"":0}},""meta"":{""rerollSpent"":13,""rerollTimes"":10,""leftoverGold"":1,""leftoverItems"":[]},""timestamp"":1746802872855},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""5""],""meta"":{}},""meta"":{""rerollSpent"":15,""rerollTimes"":11,""leftoverGold"":0,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""sharkmancer"",""level"":3,""items"":[""7"",""86"",""80""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""82"",""21"",""53""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""hoplite"",""level"":3,""items"":[""2"",""126""],""meta"":{}},""timestamp"":1746750800107,""playerId"":""76561198301819684""},""result"":true}",1
TRUE,cupid,3,23@3@53,,viking,3,61@111@17,,berserker,3,13@5@11,,imp,3,82@3@11,,lich,3,22@17@2,,viking,3,115@17@110,,slayer,3,10@15@14,,lich,3,6@21@17,,1746803106953,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""23"",""3"",""53""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""viking"",""level"":3,""items"":[""61"",""111"",""17""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""berserker"",""level"":3,""items"":[""13"",""5"",""11""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""imp"",""level"":3,""items"":[""82"",""3"",""11""],""meta"":{}},""meta"":{""rerollSpent"":7,""rerollTimes"":6,""leftoverGold"":3,""leftoverItems"":[]},""timestamp"":1746803080398},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""6"",""21"",""17""],""meta"":{}},""meta"":{""rerollSpent"":4,""rerollTimes"":4,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""lich"",""level"":3,""items"":[""22"",""17"",""2""],""meta"":{}},""front"":{""xp"":0,""skin"":1,""id"":""viking"",""level"":3,""items"":[""115"",""17"",""110""],""meta"":{}},""right"":{""xp"":0,""skin"":1,""id"":""slayer"",""level"":3,""items"":[""10"",""15"",""14""],""meta"":{}},""timestamp"":1746666025669,""playerId"":""76561198142638513""},""result"":true}",1
FALSE,cupid,3,126@53@54,,deepcultist,3,17@21@35,,ranger,3,8@13,,thesun,3,6@5,,plaguedoctor,3,,,druid,3,3@111@3,,rogue,3,12@30@12,,rogue,3,10@11,,1746803484085,,"{""playerParty"":{""back"":{""xp"":0,""skin"":0,""id"":""cupid"",""level"":3,""items"":[""126"",""53"",""54""],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""deepcultist"",""level"":3,""items"":[""17"",""21"",""35""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""ranger"",""level"":3,""items"":[""8"",""13""],""meta"":{}},""left"":{""xp"":0,""skin"":0,""id"":""thesun"",""level"":3,""items"":[""6"",""5""],""meta"":{}},""meta"":{""rerollSpent"":9,""rerollTimes"":8,""leftoverGold"":3,""leftoverItems"":[]},""timestamp"":1746803467394},""enemyParty"":{""left"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""10"",""11""],""meta"":{}},""meta"":{""rerollSpent"":24,""rerollTimes"":16,""leftoverGold"":1,""leftoverItems"":[]},""back"":{""xp"":0,""skin"":0,""id"":""plaguedoctor"",""level"":3,""items"":[],""meta"":{}},""front"":{""xp"":0,""skin"":0,""id"":""druid"",""level"":3,""items"":[""3"",""111"",""3""],""meta"":{}},""right"":{""xp"":0,""skin"":0,""id"":""rogue"",""level"":3,""items"":[""12"",""30"",""12""],""meta"":{}},""timestamp"":1746736022583,""playerId"":""76561198079717168""},""result"":false}",2
